param_n_estimators,param_max_depth,param_subsample,param_colsample_bytree,mean_R2,std_R2,mean_test_MAE,mean_test_MSE,mean_test_RMSE,rank,mean_fit_time,std_fit_time
300,6,0.6,0.5,-2155530.4160120115,3048380.526597335,115.45509084065755,78695.23307291667,274.1211744081917,154,2.9771691163380942,0.05146184524884544
1000,6,0.5,0.6,-2156204.9597861804,3049334.382692144,120.05368550618489,82601.30338541667,281.8859869633932,155,9.913470029830933,0.12961133041412326
600,4,0.5,0.6,-2175408.0949048796,3076491.7837404367,116.44639587402344,78663.875,274.4844306251524,156,3.705226500829061,0.014591990842451535
1000,4,0.5,0.6,-2184383.612010578,3089185.045473961,118.28406524658203,80430.11979166667,277.93552208068576,157,6.095500310262044,0.029767402749992785
300,8,0.5,0.6,-2185654.418083966,3090982.294485169,115.73708089192708,79027.97786458333,274.59469859116035,158,5.020085175832112,0.13746184164199254
1000,8,0.8,0.6,-2186480.8008755282,3092150.8713199613,120.36587778727214,82238.97916666667,281.33287210434105,159,16.13524802525838,0.45977718438289117
300,4,0.6,0.5,-2188430.4175305567,3094908.1517256363,115.29440053304036,78869.22786458333,274.39521563933675,160,1.8591702779134114,0.0047504632448628625
600,8,0.8,0.6,-2189909.9492393187,3097000.4582696864,118.73659769694011,80984.78776041667,278.8799520303099,161,9.648181835810343,0.3024937598481455
300,8,0.5,0.5,-2193574.750927031,3102183.337650357,115.18462371826172,78505.12890625,273.6528107717481,162,4.901684522628784,0.10931165104582609
300,8,0.6,0.5,-2197070.416345497,3107126.9577425034,115.5081787109375,78650.64453125,274.07758238225614,163,4.617997169494629,0.11110535348739686
300,4,0.8,0.6,-2207509.0840410516,3121889.460988062,115.2454350789388,78262.6484375,273.47707860077617,164,1.9296939373016357,0.004434532362608459
300,6,0.5,0.6,-2208820.2493321076,3123743.731643297,115.31634521484375,78716.5859375,274.0033619013968,165,2.9326415061950684,0.041006806507447056
300,4,0.6,0.5,-2231424.918191001,3155711.5562660815,115.20875803629558,78712.14453125,274.1318677324304,166,1.8920475641886394,0.0110519490422726
300,6,0.8,0.6,-2231524.085236214,3155851.798843344,115.64854939778645,78626.4921875,274.1697542467489,167,3.076668659845988,0.03169249184538986
300,6,0.5,0.5,-2238648.7486536405,3165927.601368292,115.04048919677734,78348.90755208333,273.39370053154346,168,3.138051191965739,0.04009835174295709
300,4,0.5,0.6,-2242792.0836832277,3171787.1583622913,115.06895446777344,78416.53645833333,273.6591357679231,169,1.9106070200602214,0.008390248525248828
600,4,0.5,0.5,-2247205.2608736306,3178028.311073899,116.32791392008464,78562.54427083333,274.36855091787214,170,3.5946384270985923,0.010692660102129412
300,4,0.5,0.5,-2259285.250566922,3195112.0181953097,114.99929809570312,78402.56901041667,273.72511546195125,171,1.8869041601816814,0.007947713487570243
1000,4,0.5,0.5,-2259403.442981278,3195279.112891564,117.92111714680989,79920.30598958333,277.13082170566946,172,5.866859674453735,0.04148360292257819
300,8,0.8,0.6,-2283525.923688697,3229393.493191824,116.33804829915364,79231.30338541667,275.3665830940338,173,5.140850782394409,0.1475861143169229
600,8,0.5,0.5,-2361556.9330907366,3339745.985029113,116.82859293619792,79795.78385416667,276.242666264,174,10.60671091079712,0.2174791078095105
600,4,0.5,0.5,-2368085.426329019,3348978.6830523224,116.42867787679036,78603.6328125,274.40991674051776,175,3.593867222468058,0.012081535016634714
1000,8,0.5,0.5,-2368412.4481111616,3349441.1154849175,118.33817545572917,80887.64583333333,278.4746648637543,176,17.941258986790974,0.2794544254636248
1000,4,0.5,0.5,-2385809.608844874,3374044.4287270145,118.03877512613933,79934.63411458333,277.1512449717139,177,5.887898524602254,0.02047537807622708
300,4,0.5,0.5,-2391657.7507782704,3382315.0028310963,114.92915852864583,78414.40104166667,273.7144723044087,178,1.856620232264201,0.14228237646460612
1000,4,0.8,0.6,-2391907.779152309,3382668.5361582143,118.05407969156902,79752.04427083333,276.8799755829887,179,6.026578982671102,0.00819732472926204
600,4,0.8,0.6,-2396624.2619309598,3389338.6866024802,116.46764628092448,78636.32682291667,274.5120880560553,180,3.75810178120931,0.005040346897561838
600,4,0.6,0.5,-2408474.4284321344,3406097.353135882,116.56563059488933,79135.2578125,275.18910081361474,181,3.6062649885813394,0.005739263460618014
1000,4,0.6,0.5,-2415317.277918803,3415774.569418808,118.41871134440105,80541.12109375,278.0671118465693,182,6.065863211949666,0.08636198386273358
